date,time,group,market cap,category,sector,industry,% change,volume
2026-09-04,15:29,KSL,4105.5703,smallcap,metals & mining,steel - medium / small,-1.0208,67652
2026-09-04,15:29,LAXMIINDIA,694.7322,smallcap,financials,finance & investments,3.4886,360742
2026-09-04,15:29,LOKESHMACH,794.7102,smallcap,industrials,engineering,1.1935,56473
2026-09-04,15:29,MAHSCOOTER,15545.1382,midcap,financials,finance & investments,-0.2713,1009
2026-09-04,15:29,MAITHANALL,3174.7601,smallcap,metals & mining,mining / minerals / metals,5.012,400161
2026-09-04,15:29,MANINFRA,5037.758,midcap,realty,construction,0.1686,1748780
2026-09-04,15:29,MARALOVER,256.644,smallcap,textiles,textiles - cotton/blended,11.8893,313426
2026-09-04,15:29,NITIRAJ,224.6917,smallcap,consumer discretionary,electronics - components,6.8542,38842
2026-09-04,15:29,OILCOUNTUB,337.9319,smallcap,metals & mining,steel - medium / small,-1.9903,15996
2026-09-04,15:29,PAISALO,6739.5571,midcap,financials,finance & investments,5.4354,31201929
2026-09-04,15:29,PARAGMILK,3135.2145,smallcap,fmcg,food - processing - indian,-1.8096,613677
2026-09-04,15:29,PASUPTAC,602.8964,smallcap,textiles,textiles - manmade,1.2726,108786
2026-09-04,15:29,POLYMED,17256.4532,midcap,healthcare,healthcare,-3.7429,171700
2026-09-04,15:29,PRAENG,172.6715,smallcap,miscellaneous,diversified - medium / small,-4.1165,154995
2026-09-04,15:29,RADHIKAJWE,981.288,smallcap,consumer discretionary,diamond cutting / jewellery,16.6012,14544177
2026-09-04,15:29,RBZJEWEL,802.76,smallcap,consumer discretionary,diamond cutting / jewellery,4.7005,6929954
2026-09-04,15:29,RML,3581.4966,smallcap,auto,auto ancillaries,14.9459,2195205
2026-09-04,15:29,RSWM,1039.2045,smallcap,textiles,textiles - cotton/blended,1.5418,67600
2026-09-04,15:29,SAKAR,2255.9184,smallcap,healthcare,pharmaceuticals - indian - bulk drugs & formln,0.6902,87982
2026-09-04,15:29,SBC,2179.0454,smallcap,textiles,textiles - products,5.8035,13241116
2026-09-04,15:29,SBFC,11081.9262,midcap,financials,finance & investments,0.1802,817043
2026-09-04,15:29,SGIL,942.2167,smallcap,industrials,castings & forgings,0.3975,4698
2026-09-04,15:29,SHIVALIK,515.667,smallcap,chemicals,pesticides / agrochemicals - indian,4.4671,46428
2026-09-04,15:29,SHIVATEX,237.0362,smallcap,textiles,textiles - cotton/blended,0.3512,15793
2026-09-04,15:29,SIKKO,236.3088,smallcap,chemicals,pesticides / agrochemicals - indian,1.5009,228858
2026-09-04,15:29,SINCLAIR,428.021,smallcap,services,hotels,-0.4174,26997
2026-09-04,15:29,SPAL,2692.6258,smallcap,consumer discretionary,textiles - products,0.7809,64434
2026-09-04,15:29,STARPAPER,236.3416,smallcap,building materials,paper,-1.9745,11085
2026-09-04,15:29,SURYALAXMI,114.3174,smallcap,textiles,textiles - cotton/blended,1.266,1013
2026-09-04,15:29,TEJASNET,10930.2721,midcap,telecom,telecommunications - equipment,8.2298,26085952
2026-09-04,15:29,TIL,2084.8392,smallcap,industrials,engineering,3.2163,296756
2026-09-04,15:29,TREL,674.1885,smallcap,transportation,miscellaneous,1.856,215792
2026-09-04,15:29,UEL,3222.8912,smallcap,power & utilities,power generation and supply,4.9978,18811
2026-09-04,15:29,VENKEYS,2337.9343,smallcap,fmcg,miscellaneous,-1.0435,25085
2026-09-04,15:29,VGUARD,14653.326,midcap,industrials,electric equipment,-1.1349,751013
2026-09-04,15:29,WHEELS,4214.4502,smallcap,auto,auto ancillaries,4.2614,336451
2026-09-04,15:29,WINSOME,17.7475,smallcap,textiles,textiles - cotton/blended,1.6194,2110080
2026-09-07,15:29,AJAXENGG,6663.6241,midcap,industrials,engineering,2.3607,123620
2026-09-07,15:29,ANDHRAPAP,1281.5895,smallcap,building materials,paper,12.0248,27336653
2026-09-07,15:29,ANUHPHR,812.8166,smallcap,healthcare,pharmaceuticals - indian - bulk drugs,11.3317,1069062
2026-09-07,15:29,BALPHARMA,139.6738,smallcap,healthcare,pharmaceuticals - indian - bulk drugs & formln,5.6537,156982
2026-09-07,15:29,BECTORFOOD,6936.7595,midcap,fmcg,food - processing - indian,2.0756,1048506
2026-09-07,15:29,CDSL,29147.14,largecap,financials,miscellaneous,1.4556,2731594
2026-09-07,15:29,CENTUM,5560.1641,midcap,aerospace & defence,electronics - components,16.1813,827315
2026-09-07,15:29,CHEVIOT,677.307,smallcap,textiles,textiles - jute - yarn / products,4.9767,14214
2026-09-07,15:29,DHUNINV,621.3939,smallcap,financials,finance & investments,1.7024,417
2026-09-07,15:29,EMCURE,36562.7451,largecap,healthcare,pharmaceuticals - indian - bulk drugs & formln,-0.0415,118478
2026-09-07,15:29,EXICOM,2473.5337,smallcap,industrials,electric equipment,3.6435,4232220
2026-09-07,15:29,EXPLEOSOL,1395.2245,smallcap,i.t,computers - software - medium / small,0.0612,32051
2026-09-07,15:29,FEDFINA,6056.9826,midcap,financials,finance & investments,2.4078,2135760
2026-09-07,15:29,GOKUL,425.2825,smallcap,fmcg,trading,-0.2561,182713
2026-09-07,15:29,GPTHEALTH,1297.8611,smallcap,healthcare,healthcare,2.0231,173981
2026-09-07,15:29,HERITGFOOD,3548.0551,smallcap,fmcg,food - processing - indian,0.4708,1306175
2026-09-07,15:29,HIKAL,2740.9757,smallcap,healthcare,pharmaceuticals - indian - bulk drugs,9.3117,31089358
2026-09-07,15:29,HISARMETAL,87.5826,smallcap,metals & mining,steel - medium / small,-0.1048,1223
2026-09-07,15:29,HMT,8056.5772,midcap,consumer discretionary,miscellaneous,1.8981,29199
2026-09-07,15:29,IDEA,162731.2386,largecap,telecom-service,telecommunications - service provider,3.8615,695355022
2026-09-07,15:29,IMPAL,1391.0208,smallcap,auto,auto ancillaries,-0.0359,6049
2026-09-07,15:29,IONEXCHANG,6001.5969,midcap,realty,engineering - turnkey services,7.3069,4902160
2026-09-07,15:29,JOCIL,137.0361,smallcap,chemicals,chemicals,3.2534,54555
2026-09-07,15:29,JSWDULUX,14456.7727,midcap,building materials,paints / varnishes,0.3875,31552
2026-09-07,15:29,KAVDEFENCE,403.6743,smallcap,aerospace & defence,telecommunications - equipment,-0.9383,1750897
2026-09-07,15:29,KAYA,524.1244,smallcap,healthcare,miscellaneous,4.9841,20277
2026-09-07,15:29,MAHAPEXLTD,150.8115,smallcap,financials,finance & investments,4.5412,10593
2026-09-07,15:29,MANAKSIA,413.1922,smallcap,services,trading,5.2498,274781
2026-09-07,15:29,MANOMAY,424.0911,smallcap,textiles,textiles - products,-0.2085,299405
2026-09-07,15:29,MOTOGENFIN,111.1858,smallcap,realty,miscellaneous,9.2651,474032
2026-09-07,15:29,MVGJL,878.7655,smallcap,consumer discretionary,diamond cutting / jewellery,20,3202765
2026-09-07,15:29,NDL,407.9365,smallcap,textiles,textiles - products,5.3004,2614796
2026-09-07,15:29,NRBBEARING,4332.4402,smallcap,industrials,bearings,8.0537,1028877
2026-09-07,15:29,PALREDTEC,68.2944,smallcap,services,trading,0.5194,2454
2026-09-07,15:29,PENIND,2288.1483,smallcap,metals & mining,steel - medium / small,3.7745,1301524
2026-09-07,15:29,PKTEA,248.4907,smallcap,fmcg,tea,19.9963,13475
2026-09-07,15:29,PODDARMENT,272.7831,smallcap,chemicals,dyes and pigments,8.0708,23704
2026-09-07,15:29,SATIA,633.6,smallcap,building materials,paper,7.6231,793900
2026-09-07,15:29,SETUINFRA,7.1637,smallcap,realty,construction,3.5088,22994
2026-09-07,15:29,SKIPPER,7218.9528,midcap,industrials,engineering,2.2501,4277657
2026-09-07,15:29,SMCGLOBAL,1701.375,smallcap,financials,finance & investments,4.5538,3923881
2026-09-07,15:29,SPLPETRO,14498.9277,midcap,energy,petrochemicals,4.0789,863737
2026-09-07,15:29,SRHHYPOLTD,911.5378,smallcap,chemicals,chemicals,0.1036,13332
2026-09-07,15:29,STAR,9766.6208,midcap,healthcare,pharmaceuticals - indian - bulk drugs & formln,11.2495,2617272
2026-09-07,15:29,STLNETWORK,1409.0769,smallcap,telecom-service,telecommunications - service provider,4.9879,1989195
2026-09-07,15:29,SUTLEJTEX,669.8952,smallcap,textiles,textiles - cotton/blended,-0.3424,68622
2026-09-07,15:29,SYRMA,28101.1866,largecap,consumer discretionary,electronics - components,12.1801,13079561
2026-09-07,15:29,TALBROAUTO,2516.9653,smallcap,auto,auto ancillaries,5.8982,1798087
2026-09-07,15:29,TEXMOPIPES,134.9685,smallcap,plastic products,plastics products,17.1966,2193984
2026-09-07,15:29,TEXRAIL,4719.2222,smallcap,industrials,engineering,2.9916,9209299
2026-09-07,15:29,TITAGARH,11741.5325,midcap,industrials,engineering,2.8216,1383593
2026-09-07,15:29,TNPL,1077.9551,smallcap,building materials,paper,2.4077,2376677
2026-09-07,15:29,UNIVPHOTO,536.8215,smallcap,consumer discretionary,photographic and allied products,4.9959,5224
2026-09-07,15:29,VAISHALI,112.32,smallcap,healthcare,pharmaceuticals - indian - bulk drugs & formln,0.601,91770
2026-09-07,15:29,VENUSPIPES,3378.7975,smallcap,metals & mining,steel - medium / small,10.6928,603283
2026-09-07,15:29,VHL,1157.3786,smallcap,financials,finance & investments,-0.1544,193
2026-09-07,15:29,WINSOME,17.7475,smallcap,textiles,textiles - cotton/blended,1.6194,2285920
2026-09-07,15:29,WOCKPHARMA,33939.7393,largecap,healthcare,pharmaceuticals - indian - bulk drugs & formln,5.7117,4319658
2026-09-07,15:29,XPROINDIA,3110.0615,smallcap,industrials,packaging,2.7847,340774
2026-09-07,15:29,ZUARIIND,823.3008,smallcap,fmcg,sugar,1.4288,98022
2026-09-08,15:29,AJAXENGG,6820.9334,midcap,industrials,engineering,-0.3522,126111
2026-09-08,15:29,ANDHRAPAP,1435.6984,smallcap,building materials,paper,-0.1524,29596575
2026-09-08,15:29,ANUHPHR,904.9225,smallcap,healthcare,pharmaceuticals - indian - bulk drugs,5.8035,1749719
2026-09-08,15:29,ARVEE,180.6509,smallcap,chemicals,chemicals,18.1846,59140
2026-09-08,15:29,ARVIND,15356.6936,midcap,textiles,textiles - cotton/blended,2.9849,1015936
2026-09-08,15:29,ATLASCYCLE,61.4548,smallcap,consumer discretionary,cycles and accessories,19.6211,1077562
2026-09-08,15:29,BAIDFIN,176.5184,smallcap,financials,finance & investments,10.652,1092523
2026-09-08,15:29,BALPHARMA,147.5706,smallcap,healthcare,pharmaceuticals - indian - bulk drugs & formln,2.9021,126694
2026-09-08,15:29,BECTORFOOD,7080.7381,midcap,fmcg,food - processing - indian,-0.1301,650239
2026-09-08,15:29,BOROLTD,3040.3959,smallcap,building materials,glass & glass products,0.5113,95659
2026-09-08,15:29,CDSL,29571.41,largecap,financials,miscellaneous,-1.0531,975781
2026-09-08,15:29,CENTUM,6459.8737,midcap,aerospace & defence,electronics - components,-2.0448,92553
2026-09-08,15:29,CHEMBOND,247.9864,smallcap,chemicals,chemicals,7.2234,63405
2026-09-08,15:29,CHEVIOT,711.0146,smallcap,textiles,textiles - jute - yarn / products,-0.2054,2630
2026-09-08,15:29,DATAPATTNS,25701.1205,largecap,aerospace & defence,electronics - components,7.4388,2894206
2026-09-08,15:29,DIGJAMLMTD,99.88,smallcap,textiles,textiles - products,3.6844,20727
2026-09-08,15:29,EMCURE,36547.5707,largecap,healthcare,pharmaceuticals - indian - bulk drugs & formln,-0.0519,93609
2026-09-08,15:29,EXICOM,2563.6574,smallcap,industrials,electric equipment,-1.4539,2500549
2026-09-08,15:29,FEDFINA,6202.8211,midcap,financials,finance & investments,-1.9039,676777
2026-09-08,15:29,GOKUL,424.1936,smallcap,fmcg,trading,-0.7234,154949
2026-09-08,15:29,GPTHEALTH,1324.1187,smallcap,healthcare,healthcare,-0.4152,145874
2026-09-08,15:29,HERITGFOOD,3564.7583,smallcap,fmcg,food - processing - indian,-0.5206,264313
2026-09-08,15:29,HIKAL,2996.2082,smallcap,healthcare,pharmaceuticals - indian - bulk drugs,1.2387,6560890
2026-09-08,15:29,HISARMETAL,87.4908,smallcap,metals & mining,steel - medium / small,-1.0863,2922
2026-09-08,15:29,HMT,8209.4968,midcap,consumer discretionary,miscellaneous,-0.1027,22580
2026-09-08,15:29,HOMEFIRST,12895.2765,midcap,financials,finance - housing,0.2756,560479
2026-09-08,15:29,IDEA,169015.1346,largecap,telecom-service,telecommunications - service provider,-1.1538,355940344
2026-09-08,15:29,IMPAL,1390.5216,smallcap,auto,auto ancillaries,3.3477,15807
2026-09-08,15:29,IONEXCHANG,6440.13,midcap,realty,engineering - turnkey services,-1.6739,513930
2026-09-08,15:29,JAYAGROGN,684.99,smallcap,chemicals,chemicals,9.0702,266571
2026-09-08,15:29,JOCIL,141.4945,smallcap,chemicals,chemicals,3.1195,81439
2026-09-08,15:29,JSWDULUX,14512.7873,midcap,building materials,paints / varnishes,-0.3891,37827
2026-09-08,15:29,KAYA,550.2471,smallcap,healthcare,miscellaneous,-1.7389,28671
2026-09-08,15:29,KOTHARIPET,784.246,smallcap,energy,petrochemicals,8.2689,660992
2026-09-08,15:29,LXCHEM,4767.7617,smallcap,chemicals,chemicals,7.2853,3239876
2026-09-08,15:29,MAHAPEXLTD,157.6601,smallcap,financials,finance & investments,-0.9474,13567
2026-09-08,15:29,MALUPAPER,56.4149,smallcap,building materials,paper,4.5963,95722
2026-09-08,15:29,MANAKSIA,434.884,smallcap,services,trading,2.0494,256172
2026-09-08,15:29,MASTERTR,1093.1202,smallcap,financials,finance & investments,3.6349,4022552
2026-09-08,15:29,MIDHANI,7866.4066,midcap,aerospace & defence,steel - medium / small,13.5985,36384306
2026-09-08,15:29,MVGJL,1054.5186,smallcap,consumer discretionary,diamond cutting / jewellery,-2.3902,3734364
2026-09-08,15:29,NELCO,2129.4131,smallcap,telecom,telecommunications - service provider,4.2756,1910138
2026-09-08,15:29,NEPHROPLUS,7132.7199,midcap,healthcare,healthcare,4.6775,659007
2026-09-08,15:29,NOCIL,2876.6704,smallcap,chemicals,chemicals,7.4552,6480440
2026-09-08,15:29,NOVARTIND,4048.3031,smallcap,healthcare,pharmaceuticals - multinational,11.1247,551700
2026-09-08,15:29,NRBBEARING,4681.3616,smallcap,industrials,bearings,1.3665,360511
2026-09-08,15:29,PENIND,2374.5139,smallcap,metals & mining,steel - medium / small,2.6483,1266398
2026-09-08,15:29,PKTEA,298.1796,smallcap,fmcg,tea,0.9967,61700
2026-09-08,15:29,PODDARMENT,294.7989,smallcap,chemicals,dyes and pigments,12.0929,276944
2026-09-08,15:29,RATNAMANI,18633.9582,midcap,industrials,steel - medium / small,5.4655,145586
2026-09-08,15:29,RPGLIFE,4421.5403,smallcap,healthcare,pharmaceuticals - indian - bulk drugs & formln,4.8328,28308
2026-09-08,15:29,SATIA,681.9,smallcap,building materials,paper,-0.5279,274991
2026-09-08,15:29,SETUINFRA,7.415,smallcap,realty,construction,3.3898,41602
2026-09-08,15:29,SKIPPER,7381.3823,midcap,industrials,engineering,0.0496,1156716
2026-09-08,15:29,SMCGLOBAL,1778.853,smallcap,financials,finance & investments,0.4238,1381128
2026-09-08,15:29,SPLPETRO,15090.3177,midcap,energy,petrochemicals,3.2274,904826
2026-09-08,15:29,SRHHYPOLTD,912.4819,smallcap,chemicals,chemicals,-0.696,13080
2026-09-08,15:29,STAR,10865.3195,midcap,healthcare,pharmaceuticals - indian - bulk drugs & formln,0.7296,491962
2026-09-08,15:29,STLNETWORK,1479.3599,smallcap,telecom-service,telecommunications - service provider,4.322,6414014
2026-09-08,15:29,SUTLEJTEX,667.6016,smallcap,textiles,textiles - cotton/blended,-0.3681,35681
2026-09-08,15:29,SYRMA,31523.9277,largecap,consumer discretionary,electronics - components,0.2691,2823789
2026-09-08,15:29,TEXMOPIPES,158.1785,smallcap,plastic products,plastics products,-3.0639,469063
2026-09-08,15:29,TEXRAIL,4860.4042,smallcap,industrials,engineering,-1.0045,1773204
2026-09-08,15:29,TNPL,1103.9091,smallcap,building materials,paper,1.1975,734222
2026-09-08,15:29,UNIVPHOTO,563.6406,smallcap,consumer discretionary,photographic and allied products,4.9913,5091
2026-09-08,15:29,UTKARSHBNK,2674.6241,smallcap,bank,banks - private sector,4.3912,102828979
2026-09-08,15:29,VAISHALI,112.995,smallcap,healthcare,pharmaceuticals - indian - bulk drugs & formln,-0.3584,71384
2026-09-08,15:29,VENUSPIPES,3740.0865,smallcap,metals & mining,steel - medium / small,8.0038,1040708
2026-09-08,15:29,VHL,1155.5914,smallcap,financials,finance & investments,0.2927,754
2026-09-08,15:29,WINSOME,17.7475,smallcap,textiles,textiles - cotton/blended,1.6194,2461760
2026-09-08,15:29,WOCKPHARMA,35878.2709,largecap,healthcare,pharmaceuticals - indian - bulk drugs & formln,0.7246,1343981
2026-09-08,15:29,XPROINDIA,3196.6673,smallcap,industrials,packaging,2.0338,161994
2026-09-08,15:29,ZUARIIND,835.0644,smallcap,fmcg,sugar,-0.6954,33313
2026-09-09,15:29,AARTECH,163.2362,smallcap,industrials,electric equipment,2.1798,71037
2026-09-09,15:29,ANDHRAPAP,1433.5111,smallcap,building materials,paper,-5.5625,2940986
2026-09-09,15:29,ANMOL,64.7683,smallcap,services,trading,19.7715,2032233
2026-09-09,15:29,ANUHPHR,957.4399,smallcap,healthcare,pharmaceuticals - indian - bulk drugs,1.2666,626549
2026-09-09,15:29,ARVEE,213.5015,smallcap,chemicals,chemicals,8.5424,159126
2026-09-09,15:29,ARVIND,15815.082,midcap,textiles,textiles - cotton/blended,-1.8147,1539846
2026-09-09,15:29,ATLASCYCLE,73.5129,smallcap,consumer discretionary,cycles and accessories,-5.8038,180895
2026-09-09,15:29,BAIDFIN,195.3211,smallcap,financials,finance & investments,-0.166,273260
2026-09-09,15:29,BALPHARMA,151.8533,smallcap,healthcare,pharmaceuticals - indian - bulk drugs & formln,19.9937,782802
2026-09-09,15:29,BECTORFOOD,7071.5284,midcap,fmcg,food - processing - indian,5.0792,2474475
2026-09-09,15:29,BOROLTD,3055.9423,smallcap,building materials,glass & glass products,-0.0313,73476
2026-09-09,15:29,CENTUM,6327.7805,midcap,aerospace & defence,electronics - components,-0.8607,114623
2026-09-09,15:29,CHEMBOND,265.8996,smallcap,chemicals,chemicals,11.4505,338501
2026-09-09,15:29,CHEVIOT,709.5541,smallcap,textiles,textiles - jute - yarn / products,-2.4452,1489
2026-09-09,15:29,DATAPATTNS,27612.973,largecap,aerospace & defence,electronics - components,-0.9955,682371
2026-09-09,15:29,DIGJAMLMTD,103.56,smallcap,textiles,textiles - products,-0.4635,8674
2026-09-09,15:29,EMCURE,36528.6027,largecap,healthcare,pharmaceuticals - indian - bulk drugs & formln,-0.592,74957
2026-09-09,15:29,EQUIPPP,245.3666,smallcap,i.t,computers - software - medium / small,0.1261,52566
2026-09-09,15:29,EXICOM,2526.384,smallcap,industrials,electric equipment,-0.6771,3180545
2026-09-09,15:29,FEDFINA,6084.7257,midcap,financials,finance & investments,-3.3025,903186
2026-09-09,15:29,GAYAPROJ,1079.9595,smallcap,realty,construction,1.6337,3083761
2026-09-09,15:29,GOACARBON,353.4594,smallcap,energy,petrochemicals,20,1188458
2026-09-09,15:29,GOKUL,421.1247,smallcap,fmcg,trading,0.5642,171792
2026-09-09,15:29,GPTHEALTH,1318.621,smallcap,healthcare,healthcare,1.201,119726
2026-09-09,15:29,GRAPHITE,14345.453,midcap,industrials,electrodes - graphites,15.0358,36292952
2026-09-09,15:29,HERITGFOOD,3546.1991,smallcap,fmcg,food - processing - indian,-0.5364,279635
2026-09-09,15:29,HIKAL,3033.3218,smallcap,healthcare,pharmaceuticals - indian - bulk drugs,-2.1625,1270796
2026-09-09,15:29,HMT,8201.0682,midcap,consumer discretionary,miscellaneous,-2.7456,18801
2026-09-09,15:29,IDEA,167064.96,largecap,telecom-service,telecommunications - service provider,0.6485,539161681
2026-09-09,15:29,IMPAL,1437.072,smallcap,auto,auto ancillaries,-1.98,4177
2026-09-09,15:29,IONEXCHANG,6332.33,midcap,realty,engineering - turnkey services,1.3202,786019
2026-09-09,15:29,JAYAGROGN,747.12,smallcap,chemicals,chemicals,3.1561,140900
2026-09-09,15:29,JMA,203.6052,smallcap,auto,auto ancillaries,8.9746,165983
2026-09-09,15:29,JOCIL,145.9084,smallcap,chemicals,chemicals,-7.3042,30735
2026-09-09,15:29,JSWDULUX,14456.3173,midcap,building materials,paints / varnishes,0.1512,37589
2026-09-09,15:29,KAYA,540.6789,smallcap,healthcare,miscellaneous,-1.6854,7689
2026-09-09,15:29,KOTHARIPET,849.0947,smallcap,energy,petrochemicals,3.195,251482
2026-09-09,15:29,KSR,68.6065,smallcap,consumer discretionary,leather / leather products,4.9826,164524
2026-09-09,15:29,LFIC,41.895,smallcap,financials,finance & investments,9.2159,189187
2026-09-09,15:29,LXCHEM,5115.1078,midcap,chemicals,chemicals,-3.23,1701815
2026-09-09,15:29,MALUPAPER,59.0079,smallcap,building materials,paper,0.636,20336
2026-09-09,15:29,MANAKSIA,443.7966,smallcap,services,trading,-2.2298,48915
2026-09-09,15:29,MASTERTR,1132.8543,smallcap,financials,finance & investments,1.0642,1314880
2026-09-09,15:29,MIDHANI,8936.118,midcap,aerospace & defence,steel - medium / small,-2.7673,5087063
2026-09-09,15:29,MVGJL,1029.3133,smallcap,consumer discretionary,diamond cutting / jewellery,1.8603,1334420
2026-09-09,15:29,NDL,420.9097,smallcap,textiles,textiles - products,0.3425,1338011
2026-09-09,15:29,NEOGEN,6059.5645,midcap,chemicals,chemicals,1.9069,234288
2026-09-09,15:29,NEPHROPLUS,7466.3528,midcap,healthcare,healthcare,-1.4313,204496
2026-09-09,15:29,NOCIL,3091.1304,smallcap,chemicals,chemicals,1.7345,2843821
2026-09-09,15:29,NOVARTIND,4498.6632,smallcap,healthcare,pharmaceuticals - multinational,20,785816
2026-09-09,15:29,NRBBEARING,4745.3305,smallcap,industrials,bearings,-1.0315,309450
2026-09-09,15:29,PCBL,12937.0504,midcap,chemicals,chemicals,1.8704,6364541
2026-09-09,15:29,PENIND,2437.3988,smallcap,metals & mining,steel - medium / small,-1.4063,603270
2026-09-09,15:29,PKTEA,301.1516,smallcap,fmcg,tea,16.8132,59199
2026-09-09,15:29,PODDARMENT,330.4485,smallcap,chemicals,dyes and pigments,-5.0088,18372
2026-09-09,15:29,PPL,655.4825,smallcap,plastic products,plastics products,4.9261,79281
2026-09-09,15:29,RADIOCITY,211.2139,smallcap,media,entertainment / electronic media software,5.892,196732
2026-09-09,15:29,RAIN,7325.9452,midcap,miscellaneous,miscellaneous,2.1533,11435273
2026-09-09,15:29,RAJRATAN,2522.3033,smallcap,metals & mining,steel - medium / small,4.841,285802
2026-09-09,15:29,RATNAMANI,19652.395,midcap,industrials,steel - medium / small,1.9759,126387
2026-09-09,15:29,RPGLIFE,4635.2243,smallcap,healthcare,pharmaceuticals - indian - bulk drugs & formln,0.3354,51216
2026-09-09,15:29,RVTH,230.7721,smallcap,industrials,engineering,4.6315,4161
2026-09-09,15:29,SANATHAN,3971.211,smallcap,textiles,textiles - cotton/blended,2.0935,243757
2026-09-09,15:29,SETUINFRA,7.6664,smallcap,realty,construction,4.918,61858
2026-09-09,15:29,SHEKHAWATI,57.9441,smallcap,textiles,textiles - processing,4.5806,43958
2026-09-09,15:29,SKIPPER,7385.0461,midcap,industrials,engineering,-1.7777,1704618
2026-09-09,15:29,SMCGLOBAL,1786.3914,smallcap,financials,finance & investments,-1.6176,804605
2026-09-09,15:29,SMSPHARMA,3738.1208,smallcap,healthcare,pharmaceuticals - indian - bulk drugs,2.0418,523724
2026-09-09,15:29,SPLPETRO,15577.3448,midcap,energy,petrochemicals,-1.7926,196496
2026-09-09,15:29,SRHHYPOLTD,906.1309,smallcap,chemicals,chemicals,0.7577,14320
2026-09-09,15:29,STAR,10944.5881,midcap,healthcare,pharmaceuticals - indian - bulk drugs & formln,0.699,376096
2026-09-09,15:29,STLNETWORK,1543.2979,smallcap,telecom-service,telecommunications - service provider,4.9968,12406425
2026-09-09,15:29,SUTLEJTEX,665.1442,smallcap,textiles,textiles - cotton/blended,-1.601,18727
2026-09-09,15:29,SYRMA,31608.7731,largecap,consumer discretionary,electronics - components,-1.0249,1096481
2026-09-09,15:29,TEXMOPIPES,153.3321,smallcap,plastic products,plastics products,9.6535,998839
2026-09-09,15:29,TGBHOTELS,26.9728,smallcap,services,hotels,6.6232,135707
2026-09-09,15:29,TNPL,1117.1283,smallcap,building materials,paper,-3.7606,188419
2026-09-09,15:29,UNIVPHOTO,591.7734,smallcap,consumer discretionary,photographic and allied products,4.7447,7505
2026-09-09,15:29,UTKARSHBNK,2792.0727,smallcap,bank,banks - private sector,1.3384,50487332
