date,time,group,ltp,vwap
2026-09-07,15:29,RML,1388.2,1365.25
2026-09-07,15:29,RSL,186.05,185.76
2026-09-07,15:29,SAKAR,1109.2,1078.19
2026-09-07,15:29,SAMBHV,133.53,132.15
2026-09-07,15:29,SANATHAN,470.9,470.36
2026-09-07,15:29,SARLAPOLY,101.78,100.71
2026-09-07,15:29,SHALPAINTS,83.9,83.41
2026-09-07,15:29,SHANTIGEAR,640,637.1
2026-09-07,15:29,SHANTIGOLD,270.72,270.08
2026-09-07,15:29,SHINDL,162.77,161.27
2026-09-07,15:29,SHIVAUM,453.7,451.69
2026-09-07,15:29,SHREEPUSHK,514.9,500.52
2026-09-07,15:29,SICALLOG,102.98,102.86
2026-09-07,15:29,SIGACHI,34.41,34.34
2026-09-07,15:29,SINDHUTRAD,25.25,24.98
2026-09-07,15:29,SMCGLOBAL,84.95,83.56
2026-09-07,15:29,SOFTTECH,432.45,430.21
2026-09-07,15:29,SOLARA,697.05,691.95
2026-09-07,15:29,SPECTRUM,2486.8,2469.69
2026-09-07,15:29,SREEL,279.4,278.94
2026-09-07,15:29,STEELXIND,11.23,11.22
2026-09-07,15:29,STLNETWORK,30.31,30.12
2026-09-07,15:29,SURAKSHA,338.9,336.98
2026-09-07,15:29,SYNCOMF,20.27,20.13
2026-09-07,15:29,TALBROAUTO,431.8,431.52
2026-09-07,15:29,TASTYBITE,9901,9824.79
2026-09-07,15:29,TATVA,1695.8,1685.65
2026-09-07,15:29,TECHNOCRAF,388.95,386.76
2026-09-07,15:29,TEXINFRA,119.26,117.81
2026-09-07,15:29,THEJO,2160.2,2154.16
2026-09-07,15:29,TVSSRICHAK,5305,5302.48
2026-09-07,15:29,UFLEX,682.7,677.85
2026-09-07,15:29,UNICHEMLAB,569.75,568.82
2026-09-07,15:29,UNIPARTS,902.1,892.66
2026-09-07,15:29,UNITEDPOLY,42.88,42.32
2026-09-07,15:29,UNIVASTU,169.89,167.29
2026-09-07,15:29,UNIVPHOTO,514.9,509.26
2026-09-07,15:29,VENKEYS,1648.3,1646
2026-09-07,15:29,VENUSPIPES,1805.4,1763.57
2026-09-07,15:29,VIMTALABS,640.65,640.07
2026-09-07,15:29,WENDT,8340,8329.34
2026-09-07,15:29,WHEELS,1755.4,1748.22
2026-09-07,15:29,WSTCSTPAPR,687.5,675.73
2026-09-07,15:29,XTRANET,279.83,268.27
2026-09-07,15:29,ZIMLAB,129.16,129
2026-09-07,15:29,ZSARACOM,11706,11651.33
2026-09-08,15:29,ADOR,1626.2,1621.61
2026-09-08,15:29,AGI,783.8,767.7
2026-09-08,15:29,AHCL,15.61,15.55
2026-09-08,15:29,AKCAPIT,1772.2,1747.53
2026-09-08,15:29,AMANTA,201.86,195.5
2026-09-08,15:29,ANDHRSUGAR,98.79,98.32
2026-09-08,15:29,ANTELOPUS,1099.15,1087.76
2026-09-08,15:29,ARMANFIN,2037.5,2020.88
2026-09-08,15:29,ASIANENE,553.55,548.49
2026-09-08,15:29,ASIANHOTNR,405.75,404.31
2026-09-08,15:29,AURUM,227.26,226.29
2026-09-08,15:29,AVADHSUGAR,836.25,832.44
2026-09-08,15:29,AVTNPL,90.35,90.04
2026-09-08,15:29,BEPL,133.84,132.16
2026-09-08,15:29,BHAGERIA,335.8,335.22
2026-09-08,15:29,BHAGYANGR,392.05,390.75
2026-09-08,15:29,BHARATSE,226.85,225.69
2026-09-08,15:29,BIL,936.85,925.36
2026-09-08,15:29,BLACKROSE,112.27,111.69
2026-09-08,15:29,BLSE,322.05,319.83
2026-09-08,15:29,BODALCHEM,184.05,180.49
2026-09-08,15:29,BUILDPRO,1301.1,1265.54
2026-09-08,15:29,CHEMCON,209.53,206.77
2026-09-08,15:29,CLSEL,305.65,303.87
2026-09-08,15:29,COMSYN,301.85,296.32
2026-09-08,15:29,CONSOFINVT,317.45,315.38
2026-09-08,15:29,DALMIASUG,450.35,448.24
2026-09-08,15:29,DBOL,126.12,126.05
2026-09-08,15:29,DECNGOLD,223.22,220.6
2026-09-08,15:29,DHARMAJ,269.75,269.39
2026-09-08,15:29,DIVGIITTS,1189.3,1181.55
2026-09-08,15:29,DWARKESH,47.96,47.59
2026-09-08,15:29,ESAFSFB,41.47,41.06
2026-09-08,15:29,EVEREADY,348.85,343.73
2026-09-08,15:29,FILATEX,76.44,76.13
2026-09-08,15:29,FUSION,202.06,200.29
2026-09-08,15:29,GALAPREC,1054.9,1040.09
2026-09-08,15:29,GANDHAR,264.05,263.25
2026-09-08,15:29,GAYAPROJ,23.26,23.11
2026-09-08,15:29,GEECEE,368.5,368.25
2026-09-08,15:29,GIPCL,201.1,199.92
2026-09-08,15:29,GLOBAL,126.62,125.66
2026-09-08,15:29,GRPLTD,2001.4,1990.43
2026-09-08,15:29,HARSHA,466.8,463.17
2026-09-08,15:29,HINDOILEXP,193.66,192.3
2026-09-08,15:29,HIRECT,1281.4,1280.68
2026-09-08,15:29,HITECHCORP,335.95,335.34
2026-09-08,15:29,IGPL,584.55,581.25
2026-09-08,15:29,IKIO,219.73,219.59
2026-09-08,15:29,IMPAL,1151.5,1131.74
2026-09-08,15:29,INDIQUBE,205.09,203.17
2026-09-08,15:29,INDNIPPON,1122.3,1109.48
2026-09-08,15:29,INDOAMIN,127.06,126.95
2026-09-08,15:29,INDOBORAX,511.05,509.93
2026-09-08,15:29,INDORAMA,74.98,73.16
2026-09-08,15:29,IRISDOREME,61.62,61.47
2026-09-08,15:29,JASH,518.7,512.8
2026-09-08,15:29,JAYAGROGN,249.04,246.39
2026-09-08,15:29,JGCHEM,611.2,608.21
2026-09-08,15:29,JINDRILL,678,671.46
2026-09-08,15:29,KANPRPLA,242.1,239.72
2026-09-08,15:29,KAPSTON,573.65,567.6
2026-09-08,15:29,KOTHARIPET,144.29,143.58
2026-09-08,15:29,KPL,3661.3999,3628.73
2026-09-08,15:29,KROSS,211.28,208.5
2026-09-08,15:29,KRYSTAL,663.95,658.56
2026-09-08,15:29,LOKESHMACH,363.5,359.44
2026-09-08,15:29,LXCHEM,184.52,181.37
2026-09-08,15:29,MACPOWER,1874.1,1863.58
2026-09-08,15:29,MAHLOG,408.85,405.68
2026-09-08,15:29,MANAKCOAT,122.93,121.72
2026-09-08,15:29,MANALIPETC,90.08,89.94
2026-09-08,15:29,MMFL,615.85,615.7
2026-09-08,15:29,MMP,478.5,475.99
2026-09-08,15:29,MODISONLTD,499.35,491.52
2026-09-08,15:29,MPSLTD,2749.1001,2716.32
2026-09-08,15:29,MUKANDLTD,137.66,137.02
2026-09-08,15:29,MVELECTRO,883.25,856.88
2026-09-08,15:29,NAHARINDUS,137.43,137.4
2026-09-08,15:29,NILKAMAL,2112,2108.28
2026-09-08,15:29,NITINSPIN,655.1,650.01
2026-09-08,15:29,NORTHARC,310.85,309.95
2026-09-08,15:29,NOVARTIND,1822,1801.05
2026-09-08,15:29,NRAIL,644.35,632.2
2026-09-08,15:29,NRBBEARING,489.6,484.5
2026-09-08,15:29,NRL,130.46,129.51
2026-09-08,15:29,OAL,530.95,518.19
2026-09-08,15:29,OCCLLTD,164.84,164.52
2026-09-08,15:29,ORBTEXP,239.43,236.11
2026-09-08,15:29,ORIENTCER,45,44.54
2026-09-08,15:29,PANAMAPET,483.15,481.38
2026-09-08,15:29,PARACABLES,69.05,68.17
2026-09-08,15:29,PASUPTAC,67.12,67.09
2026-09-08,15:29,PAUSHAKLTD,770.7,757.13
2026-09-08,15:29,PITTIENG,1171.3,1163.06
2026-09-08,15:29,PNGSREVA,546.55,543.32
2026-09-08,15:29,PPL,274.05,272.82
2026-09-08,15:29,PRABHA,253.55,253.07
2026-09-08,15:29,PRAVEG,270.75,270.45
2026-09-08,15:29,PREMEXPLN,677.7,674.38
2026-09-08,15:29,PRINCEPIPE,285.75,282.47
2026-09-08,15:29,QUADFUTURE,441,435.99
2026-09-08,15:29,RAJRATAN,496.8,493.5
2026-09-08,15:29,RAMRAT,531.25,524.94
2026-09-08,15:29,RGL,150,148.78
2026-09-08,15:29,RML,1390,1389.87
2026-09-08,15:29,ROSSTECH,1218,1199.33
2026-09-08,15:29,RPGLIFE,2802.6001,2759.53
2026-09-08,15:29,RSL,190.21,189.33
2026-09-08,15:29,RSWM,225.7,223.83
2026-09-08,15:29,RUBYMILLS,450.3,447.57
2026-09-08,15:29,SANGAMIND,580,574.58
2026-09-08,15:29,SARLAPOLY,101.47,100.9
2026-09-08,15:29,SAYAJIHOTL,320,315.96
2026-09-08,15:29,SEAMECLTD,1782.6,1777.73
2026-09-08,15:29,SGFIN,676.15,675.79
2026-09-08,15:29,SHANTIGEAR,704,687.2
2026-09-08,15:29,SHAREINDIA,170.91,170.77
2026-09-08,15:29,SHILCTECH,4212.5,4199.68
2026-09-08,15:29,SHIVAUM,461.2,457.86
2026-09-08,15:29,SICALLOG,101.85,101.15
2026-09-08,15:29,SMCGLOBAL,85.31,85.07
2026-09-08,15:29,SOMANYCERA,562.65,558.81
2026-09-08,15:29,SOUTHWEST,230.38,227.57
2026-09-08,15:29,SPORTKING,215.6,215.11
2026-09-08,15:29,SREEL,287.51,285.09
2026-09-08,15:29,STEELCAS,331.6,324.37
2026-09-08,15:29,STLNETWORK,31.62,31.45
2026-09-08,15:29,STOVEKRAFT,839.45,837.74
2026-09-08,15:29,SUBEXLTD,19.23,18.82
2026-09-08,15:29,TAALTECH,4532.2002,4498.56
2026-09-08,15:29,TARSONS,325.15,324.62
2026-09-08,15:29,TATVA,1680.2,1678.01
2026-09-08,15:29,TCPLPACK,3874.7,3865.37
2026-09-08,15:29,TECHNOCRAF,403.85,399.45
2026-09-08,15:29,TEXINFRA,120.03,119.85
2026-09-08,15:29,THEMISMED,132.17,132.1
2026-09-08,15:29,TINNARUBR,1019,1008.58
2026-09-08,15:29,TRANSPEK,1370.4,1367.99
2026-09-08,15:29,TTKHLTCARE,1191,1171.38
2026-09-08,15:29,TURTLEMINT,139.86,139
2026-09-08,15:29,UDS,215.77,214.01
2026-09-08,15:29,UFBL,717.6,703.93
2026-09-08,15:29,UFLEX,686.75,679.72
2026-09-08,15:29,UNITEDPOLY,42.78,42.48
2026-09-08,15:29,UNIVPHOTO,540.6,538.21
2026-09-08,15:29,UTTAMSUGAR,287.55,285.56
2026-09-08,15:29,VALIANTLAB,114.13,113.81
2026-09-08,15:29,VALIANTORG,342.4,340.15
2026-09-08,15:29,VENUSPIPES,1949.9,1915.97
2026-09-08,15:29,VINDHYATEL,2793.7,2761.55
2026-09-08,15:29,VISHNU,731.55,729.55
2026-09-08,15:29,VOEPL,549.7,545.33
2026-09-08,15:29,VSSL,356.6,356.58
2026-09-08,15:29,WELINV,2320.7,2304.93
2026-09-08,15:29,WHEELS,2106.3999,2002.77
2026-09-08,15:29,WINDLAS,1146.1,1136.65
2026-09-08,15:29,XPROINDIA,1389.7,1378.87
2026-09-08,15:29,YASHO,4079.8999,4050.83
2026-09-08,15:29,ZIMLAB,129.1,128.18
2026-09-09,15:29,ADFFOODS,278.2,274.18
2026-09-09,15:29,AHCL,16.28,16.21
2026-09-09,15:29,AMANTA,205.89,195.5
2026-09-09,15:29,APCOTEXIND,615.45,611.43
2026-09-09,15:29,ARIES,486.15,483.76
2026-09-09,15:29,ASIANHOTNR,404.5,403.35
2026-09-09,15:29,AVADHSUGAR,822.3,818.91
2026-09-09,15:29,AVTNPL,92.42,92
2026-09-09,15:29,BHAGYANGR,411.65,403.56
2026-09-09,15:29,BIL,1108.2,1083.92
2026-09-09,15:29,BIRLACABLE,356.85,345.98
2026-09-09,15:29,BLACKROSE,112.02,111.75
2026-09-09,15:29,BLUSPRING,130.52,130.5
2026-09-09,15:29,CARYSIL,1180.3,1175.4
2026-09-09,15:29,CHEMCON,220,218.01
2026-09-09,15:29,COMSYN,301.15,300.06
2026-09-09,15:29,CONFIPET,90.66,88.8
2026-09-09,15:29,CONSOFINVT,305.05,304.9
2026-09-09,15:29,DHAMPURSUG,170.93,169.28
2026-09-09,15:29,DPABHUSHAN,1397.7,1389.88
2026-09-09,15:29,EPACKPEB,248.14,245.1
2026-09-09,15:29,ESAFSFB,40.85,40.73
2026-09-09,15:29,EVEREADY,349.4,349.02
2026-09-09,15:29,EXICOM,180.42,178.85
2026-09-09,15:29,FEDDERSHOL,48.5,48.39
2026-09-09,15:29,GANDHITUBE,898.8,894.44
2026-09-09,15:29,GCSL,601.9,601.42
2026-09-09,15:29,GEOJITFSL,80.12,80.02
2026-09-09,15:29,GHCLTEXTIL,133.67,133.02
2026-09-09,15:29,GKSL,176.02,176.01
2026-09-09,15:29,GLOBAL,125.94,125.74
2026-09-09,15:29,GPTHEALTH,162.63,161.47
2026-09-09,15:29,GRPLTD,2026.9,2018.82
2026-09-09,15:29,HESTERBIO,2322.6001,2292.98
2026-09-09,15:29,HEXAGON,67.42,66.61
2026-09-09,15:29,HUHTAMAKI,267.85,264.64
2026-09-09,15:29,IMAGICAA,54.8,54.44
2026-09-09,15:29,INDIQUBE,204.34,203.43
2026-09-09,15:29,INDNIPPON,1313.3,1274.69
2026-09-09,15:29,INDOAMIN,127.25,127.06
2026-09-09,15:29,INDORAMA,86.13,83.28
2026-09-09,15:29,INVPRECQ,1351.3,1343.81
2026-09-09,15:29,JGCHEM,619.5,618.66
2026-09-09,15:29,KABRAEXTRU,662.95,660.33
2026-09-09,15:29,KANORICHEM,166.8,164.89
2026-09-09,15:29,KANPRPLA,251.4,246.78
2026-09-09,15:29,KILITCH,188.45,188.18
2026-09-09,15:29,KKCL,513.55,511.78
2026-09-09,15:29,KOLTEPATIL,442.8,439.88
2026-09-09,15:29,KOTHARIPET,148.9,147.62
2026-09-09,15:29,KRISHANA,181.93,179.18
2026-09-09,15:29,KRONOX,172.55,171.98
2026-09-09,15:29,KROSS,219.67,216.92
2026-09-09,15:29,LAXMIINDIA,132.05,131.75
2026-09-09,15:29,MAGADSUGAR,562.2,560.56
2026-09-09,15:29,MAHASTEEL,1325.6,1277.63
2026-09-09,15:29,MANAKCOAT,126.42,125.93
2026-09-09,15:29,MANAKSTEEL,109.54,106.94
2026-09-09,15:29,MAWANASUG,139.79,139.67
2026-09-09,15:29,MAZDA,271.7,267.54
2026-09-09,15:29,MENONBE,305.5,288.7
2026-09-09,15:29,MGEL,15.84,15.54
2026-09-09,15:29,MPSLTD,2783.3999,2755.22
2026-09-09,15:29,MUKANDLTD,139.69,138.32
2026-09-09,15:29,NITTAGELA,1667,1664.39
2026-09-09,15:29,NOCIL,188.28,186.61
2026-09-09,15:29,NOVARTIND,2186.3999,2080.28
2026-09-09,15:29,NPST,1680.5,1659.22
2026-09-09,15:29,ONEPOINT,58.07,57.19
2026-09-09,15:29,ONWARDTEC,285.75,284.06
2026-09-09,15:29,ORCHPHARMA,1024.85,1013.81
2026-09-09,15:29,ORIENTBELL,420.1,409.72
2026-09-09,15:29,ORIENTCER,47.3,46.93
2026-09-09,15:29,PANAMAPET,498.4,497.02
2026-09-09,15:29,PPL,287.55,285.71
2026-09-09,15:29,PREMIERPOL,89.73,89.42
2026-09-09,15:29,PVP,64.54,62.96
2026-09-09,15:29,RACLGEAR,1633.9,1608.76
2026-09-09,15:29,RAJRATAN,520.85,516.85
2026-09-09,15:29,RANEHOLDIN,1686.4,1675.76
2026-09-09,15:29,RATNAVEER,299.9,298
2026-09-09,15:29,ROLEXRINGS,175.47,174.81
